"y";"x1";"x2";"i";"cluster"
1;1,197;0,251;47;"47"
1;1,496;1,275;47;"47"
1;1,524;0,065;47;"47"
1;0,099;0,601;47;"47"
1;0,14;-0,496;47;"47"
1;-0,225;-0,84;47;"47"
0;0,019;-1,071;47;"47"
0;-0,146;0,79;47;"47"
1;-0,281;0,663;47;"47"
1;-0,806;-0,387;47;"47"
1;-0,591;-0,976;47;"47"
1;0,848;-0,473;47;"47"
1;-0,395;0,218;47;"47"
1;0,114;0,742;47;"47"
1;0,315;0,359;47;"47"
0;-0,642;0,46;47;"47"
1;-1,374;-0,094;47;"47"
1;0,519;0,985;47;"47"
0;0,336;0,765;47;"47"
0;-1,292;0,93;47;"47"
0;0,421;-0,215;47;"47"
1;-0,362;0,101;47;"47"
1;0,917;-0,813;47;"47"
0;-0,36;1,131;47;"47"
0;0,46;0,27;47;"47"
1;-1,202;-0,982;47;"47"
1;-0,183;-1,495;47;"47"
0;-1,611;0,892;47;"47"
0;-0,453;1,553;47;"47"
1;0,381;-0,284;47;"47"
1;0,165;-0,484;47;"47"
1;0,332;1,847;47;"47"
0;-0,458;0,369;47;"47"
1;0,775;0,605;47;"47"
1;-0,337;-0,677;47;"47"
1;-1,008;0,955;47;"47"
0;0,627;0,399;47;"47"
1;0,568;0,357;47;"47"
0;-2,357;0,451;47;"47"
1;-0,636;-1,985;47;"47"
0;0,977;-0,326;47;"47"
1;2,383;2,266;47;"47"
1;-0,86;0,418;47;"47"
1;-2,793;-0,949;47;"47"
1;0,114;0,871;47;"47"
0;0,904;0,002;47;"47"
1;-0,283;-1,336;47;"47"
0;-0,027;0,422;47;"47"
1;0,601;-0,268;48;"48"
1;0,455;0,447;48;"48"
1;-0,128;2,033;48;"48"
0;-0,443;-2,358;48;"48"
1;-0,238;0,894;48;"48"
0;0,102;-0,626;48;"48"
1;0,888;0,457;48;"48"
0;-1,962;0,376;48;"48"
1;-0,062;0,142;48;"48"
1;0,588;2,008;48;"48"
0;-0,544;-0,613;48;"48"
1;-0,616;-0,369;48;"48"
0;0,157;-0,749;48;"48"
1;-0,408;0,907;48;"48"
1;-0,272;0,349;48;"48"
0;-0,874;-0,487;48;"48"
0;-0,062;-0,533;48;"48"
0;0,269;-2,137;48;"48"
0;-0,483;-1,663;48;"48"
1;1,273;-0,124;48;"48"
1;-0,589;-0,48;48;"48"
1;1,428;-0,976;48;"48"
0;-0,859;-0,637;48;"48"
1;0,774;1,622;48;"48"
1;-0,425;1,222;48;"48"
1;-0,848;0,016;48;"48"
1;-0,215;-1,9;48;"48"
1;-0,395;0,294;48;"48"
1;-0,554;-0,127;48;"48"
1;-1,739;0,548;48;"48"
0;-0,166;-0,937;48;"48"
0;-0,881;-0,638;48;"48"
0;0,283;-2,218;48;"48"
1;0,207;-0,197;48;"48"
1;-1,077;0,853;48;"48"
1;-0,207;1,087;48;"48"
1;-1,06;0,204;48;"48"
1;0,491;0,704;48;"48"
0;-0,045;-1,384;48;"48"
1;-0,228;-0,311;48;"48"
1;-0,346;0,149;48;"48"
1;-0,377;0,55;48;"48"
0;0,658;-1,529;48;"48"
1;0,068;1,295;48;"48"
1;0,676;-0,613;48;"48"
1;-2,432;0,147;48;"48"
1;-1,11;-0,096;48;"48"
1;0,302;0,112;48;"48"
1;0,672;0,052;48;"48"
0;1,36;-0,519;48;"48"
1;-0,911;0,096;48;"48"
1;0,96;0,646;48;"48"
1;0,707;1,314;48;"48"
1;1,866;-0,275;48;"48"
1;-0,535;-0,356;48;"48"
1;1,215;1,421;48;"48"
1;-1,529;0,7;48;"48"
0;0,999;-1,422;48;"48"
0;-0,11;-0,955;48;"48"
1;0,926;0,057;48;"48"
0;-1,737;-0,95;48;"48"
1;0,023;0,166;48;"48"
1;-0,981;1,323;48;"48"
1;-1,038;0,157;48;"48"
0;0,123;0,23;48;"48"
0;1,962;-0,69;48;"48"
0;-0,787;-0,332;48;"48"
1;1,255;0,699;48;"48"
1;0,259;0,086;48;"48"
0;-0,631;-0,295;48;"48"
1;-0,127;0,225;48;"48"
1;-0,632;1,023;48;"48"
0;2,026;-2,658;48;"48"
1;-0,838;-0,385;48;"48"
1;0,839;1,236;48;"48"
1;0,434;2,444;48;"48"
0;1,505;-1,385;48;"48"
1;-1,158;0,819;48;"48"
1;1,174;1,266;48;"48"
0;-0,949;-0,527;48;"48"
0;-0,437;-1,405;48;"48"
1;1,016;-0,165;48;"48"
0;-0,707;-0,632;48;"48"
1;-0,519;0,646;48;"48"
1;-1,913;0,339;49;"49"
0;-2,144;0,915;49;"49"
0;0,146;-0,018;49;"49"
0;1,282;-1,037;49;"49"
0;-2,388;-0,605;49;"49"
1;1,282;-0,288;49;"49"
0;-0,735;-0,112;49;"49"
1;-0,3;-0,35;49;"49"
1;1,163;0,001;49;"49"
0;0,098;-0,674;49;"49"
0;-1,548;0,706;49;"49"
1;-2,149;0,238;49;"49"
0;-0,472;-0,155;49;"49"
0;0,496;-0,285;49;"49"
0;-0,094;0,163;49;"49"
1;0,02;1,365;49;"49"
1;0,331;0,386;49;"49"
0;1,322;-1,622;49;"49"
1;-0,912;0,305;49;"49"
1;0,904;1,803;49;"49"
1;0,309;1,556;49;"49"
1;-0,212;0,193;49;"49"
0;-1,164;-1,129;49;"49"
1;0,49;-0,313;49;"49"
1;-0,14;0,605;49;"49"
1;0,089;0,882;49;"49"
1;0,216;1,54;49;"49"
1;-0,71;0,308;49;"49"
1;0,001;0,582;49;"49"
1;-0,621;-1,17;49;"49"
0;1,474;0,432;49;"49"
1;-1,309;1,38;49;"49"
0;-2,152;-0,106;49;"49"
0;-1,058;-0,478;49;"49"
0;-1,408;-1,065;49;"49"
0;-0,289;-0,545;49;"49"
0;-0,317;-1,115;49;"49"
0;-1,498;0,244;49;"49"
0;-1,031;0,442;49;"49"
0;-1,013;-0,107;49;"49"
1;-0,507;-0,083;49;"49"
0;-1,373;1,097;49;"49"
1;-1,523;0,402;49;"49"
0;0,921;-1,182;49;"49"
1;-0,369;0,299;49;"49"
0;-0,654;-0,431;49;"49"
1;0,854;1,513;49;"49"
0;-0,998;-0,667;49;"49"
1;0,424;1,054;49;"49"
0;-0,435;-0,256;49;"49"
1;0,394;0,6;49;"49"
0;-0,655;-0,67;49;"49"
1;1,171;-0,104;49;"49"
1;1,651;1,21;49;"49"
0;0,119;-0,135;49;"49"
0;-0,932;-0,841;50;"50"
0;-0,572;-0,566;50;"50"
0;-0,55;-0,023;50;"50"
0;-0,02;-0,923;50;"50"
0;-0,576;-0,595;50;"50"
0;0,516;0,301;50;"50"
0;0,663;1,207;50;"50"
1;1,652;0;50;"50"
0;0,131;-0,441;50;"50"
0;0,952;-0,951;50;"50"
0;-0,842;0,069;50;"50"
1;0,679;0,055;50;"50"
0;-0,368;-0,889;50;"50"
0;0,036;-0,502;50;"50"
0;0,569;-0,638;50;"50"
0;1,197;-1,118;50;"50"
0;0,346;-0,102;50;"50"
0;0,623;0,671;50;"50"
0;-0,459;1,481;50;"50"
0;0,026;-1,531;50;"50"
0;0,826;-0,224;50;"50"
0;2,218;0,467;50;"50"
1;0,335;0,221;50;"50"
0;1,442;1,58;50;"50"
1;0,268;-2,678;50;"50"
0;-0,369;-1,271;50;"50"
0;-0,808;1,123;50;"50"
0;1,572;0,418;50;"50"
0;0,515;-1,668;50;"50"
0;0,777;0,253;50;"50"
0;-0,111;0,086;50;"50"
1;0,354;1,113;50;"50"
1;-0,033;0,783;50;"50"
0;0,098;-0,628;50;"50"
0;-0,909;-0,683;50;"50"
0;1,052;1,324;50;"50"
0;0,464;0,855;50;"50"
0;0,271;-0,028;50;"50"
0;-0,873;-1,043;50;"50"
0;-0,598;-0,005;50;"50"
0;0,698;0,182;50;"50"
0;0,743;-0,226;50;"50"
0;-1,019;0,658;50;"50"
1;-0,518;0,782;50;"50"
0;-0,265;0,616;50;"50"
0;-0,938;1,309;50;"50"
0;0,512;-1,578;50;"50"
0;-1,294;0,917;50;"50"
0;-0,728;1,025;50;"50"
0;0,049;1,548;50;"50"
0;0,593;-0,58;50;"50"
1;0,205;-1,418;50;"50"
0;0,135;0,481;50;"50"
0;1,836;0,825;50;"50"
0;0,474;0,284;50;"50"
0;-0,787;0,973;50;"50"
0;0,127;-0,501;50;"50"
0;-1,118;1,615;50;"50"
0;-1,567;0,441;50;"50"
0;-1,206;-2,516;50;"50"
0;-1,161;1,238;50;"50"
0;-0,033;0,599;50;"50"
0;-1,274;1,181;50;"50"
0;0,413;-0,631;50;"50"
0;-1,002;-0,95;50;"50"
1;0,201;-1,476;50;"50"
1;-1,41;0,933;50;"50"
0;1,204;-0,941;50;"50"
0;2,469;1,231;50;"50"
1;0,506;-1,116;50;"50"
0;-1,642;0,883;50;"50"
0;1,244;0;50;"50"
1;-0,504;-1,941;50;"50"
0;-1,497;-0,629;50;"50"
0;0,454;-0,242;50;"50"
0;1,295;0,236;50;"50"
0;1,322;-1,166;50;"50"
1;-1,037;-0,621;50;"50"
0;-0,528;0,301;50;"50"
0;0,955;-0,744;50;"50"
1;-0,775;-0,546;50;"50"
1;-0,819;-1,295;50;"50"
0;0,429;-0,579;50;"50"
0;0,47;0,669;51;"51"
0;0,06;-0,048;51;"51"
0;0,333;1,219;51;"51"
0;-0,945;0,39;51;"51"
0;0,181;0,844;51;"51"
0;-0,868;0,867;51;"51"
0;1,001;1,521;51;"51"
0;-0,463;0,535;51;"51"
1;2,424;-0,631;51;"51"
0;-1,35;1,374;51;"51"
0;-0,194;-0,218;51;"51"
1;1,875;-2,261;51;"51"
1;-1,128;-0,058;51;"51"
0;-2,424;-0,2;51;"51"
1;-0,677;-1,02;51;"51"
0;0,559;0,404;51;"51"
0;-1,234;-0,447;51;"51"
0;-0,269;1,801;51;"51"
1;0,824;-0,845;51;"51"
0;0,166;0,722;51;"51"
0;0,536;-0,334;51;"51"
0;0,852;-0,217;51;"51"
0;-0,279;0,524;51;"51"
1;-2,404;-2,078;51;"51"
0;0,396;1,573;51;"51"
0;0,383;0,494;51;"51"
1;-2,344;-0,814;51;"51"
0;0,899;0,078;51;"51"
0;1,705;-0,01;51;"51"
0;-1,121;-0,249;51;"51"
0;-1,486;-0,318;51;"51"
0;2,09;-1,511;51;"51"
0;0,127;0,661;51;"51"
0;0,018;0,109;51;"51"
0;0,377;-0,57;51;"51"
1;0,279;0,797;51;"51"
0;-0,153;0,056;51;"51"
1;1,557;-0,257;51;"51"
0;1,855;-0,532;51;"51"
0;0,901;0,553;51;"51"
1;0,122;-1,787;51;"51"
0;0,558;-0,304;51;"51"
0;0,598;0,448;51;"51"
0;-0,645;1,026;51;"51"
0;-0,253;1,382;51;"51"
0;-1,096;0,048;51;"51"
0;0,747;-0,246;51;"51"
0;1,092;0,422;51;"51"
0;0,656;0,082;51;"51"
0;0,5;0,628;51;"51"
0;0,58;-0,34;51;"51"
0;0,227;0,423;51;"51"
0;0,393;1,1;51;"51"
0;0,291;2,584;51;"51"
1;-1,259;-1,259;51;"51"
0;1,465;1,121;51;"51"
0;-1,796;0,169;51;"51"
0;-0,63;0,307;51;"51"
0;1,23;-0,013;51;"51"
0;-0,892;1,473;51;"51"
1;0,114;-0,62;51;"51"
0;1,247;0,533;51;"51"
0;0,226;-1,116;51;"51"
1;2,493;-0,93;51;"51"
0;-0,35;-1,198;52;"52"
0;0,482;-0,437;52;"52"
0;0,772;-0,043;52;"52"
0;0,962;-0,531;52;"52"
0;-0,188;-0,148;52;"52"
0;-0,313;0,175;52;"52"
0;2,43;-1,318;52;"52"
0;0,021;-1,058;52;"52"
0;-1,387;1,061;52;"52"
0;-0,502;-0,899;52;"52"
1;1,834;-2,3;52;"52"
0;1,415;-1,26;52;"52"
1;1,238;0,744;52;"52"
0;-0,775;-0,661;52;"52"
0;-0,412;-0,745;52;"52"
0;0,493;-0,356;52;"52"
0;-0,208;-1,637;52;"52"
0;0,602;-0,333;52;"52"
0;-0,677;1,875;52;"52"
0;0,933;-0,012;52;"52"
1;0,628;0,481;52;"52"
0;1,71;-0,766;52;"52"
1;0,144;0,43;52;"52"
0;0,159;-1,192;52;"52"
0;-1,461;-1,537;52;"52"
0;0,112;0,568;52;"52"
1;1,276;-0,296;52;"52"
0;-0,105;0,859;52;"52"
1;-0,786;-0,908;52;"52"
0;0,371;-1,96;52;"52"
1;-0,235;-1,316;52;"52"
0;0,298;-0,518;52;"52"
0;0,512;-0,978;52;"52"
1;0,059;-2,55;52;"52"
0;-1,446;-0,352;52;"52"
0;1,256;1,142;52;"52"
0;0,185;-0,348;52;"52"
0;-2,596;-0,847;52;"52"
1;1,075;0,31;52;"52"
0;0,715;-1,564;52;"52"
0;-1,943;-0,589;52;"52"
1;-1,525;-0,612;52;"52"
0;-0,943;-0,737;52;"52"
0;0,367;-0,801;52;"52"
0;-0,96;-0,685;52;"52"
0;-0,871;0,212;52;"52"
0;-2,201;-1,417;52;"52"
0;-0,274;0,587;52;"52"
1;1,579;-0,361;52;"52"
0;-0,175;2,214;52;"52"
0;-0,83;-0,485;52;"52"
0;-0,206;-0,002;52;"52"
0;1,295;-0,408;52;"52"
0;1,123;1,263;52;"52"
0;0,601;-1,827;53;"53"
1;-1,301;-1,425;53;"53"
0;1,279;0,765;53;"53"
0;-1,03;0,873;53;"53"
0;-1,842;-0,5;53;"53"
0;0,422;0,73;53;"53"
0;-0,34;0,253;53;"53"
0;0,336;-0,519;53;"53"
0;0,63;0,778;53;"53"
0;-0,371;-0,408;53;"53"
0;1,713;-0,521;53;"53"
0;0,75;1,357;53;"53"
0;0,546;0,71;53;"53"
1;1,062;-1,423;53;"53"
1;-0,526;-0,673;53;"53"
1;2,419;-0,841;53;"53"
0;0,534;-0,029;53;"53"
1;2,055;-0,115;53;"53"
0;-2,56;1,209;53;"53"
0;-0,208;0,848;53;"53"
0;1,887;-1,112;53;"53"
0;-0,304;-0,084;53;"53"
0;1,131;1,214;53;"53"
0;-0,388;0,636;53;"53"
0;-0,088;0,971;53;"53"
1;-1,026;-0,654;53;"53"
0;0,049;0,688;53;"53"
0;0,795;0,157;53;"53"
1;-1,046;-1,049;53;"53"
1;-0,211;-1,397;53;"53"
1;-0,175;-0,718;53;"53"
0;0,413;0,43;53;"53"
0;-0,953;-0,8;53;"53"
0;0,406;1,62;53;"53"
0;-2,373;0,669;53;"53"
1;-0,279;-1,173;53;"53"
0;-0,712;0,306;53;"53"
1;0,788;-2,236;53;"53"
0;-0,478;0,391;53;"53"
0;0,34;-0,1;53;"53"
0;0,084;0,911;53;"53"
0;0,208;-0,194;53;"53"
0;1,216;1,136;53;"53"
0;-1,134;-1,076;53;"53"
1;-0,459;-0,252;53;"53"
0;-0,813;-1,48;53;"53"
1;0,952;0,504;53;"53"
0;1,697;-0,075;53;"53"
1;0,246;-0,952;53;"53"
0;0,576;-0,248;53;"53"
0;1,331;0,25;53;"53"
0;-0,498;-0,225;53;"53"
0;-0,71;1,384;53;"53"
0;-0,608;0,766;53;"53"
0;-0,382;-0,119;53;"53"
0;-1,072;1,416;53;"53"
0;-0,314;-1,311;54;"54"
0;-1,979;1,46;54;"54"
0;-0,268;-0,028;54;"54"
0;0,255;-1,318;54;"54"
0;0,258;-2,376;54;"54"
0;-1,72;-2,022;54;"54"
0;0,497;-1,231;54;"54"
0;-0,604;2,085;54;"54"
0;0,142;0,934;54;"54"
0;-1,607;1,066;54;"54"
1;-0,964;0,414;54;"54"
1;1,189;-0,935;54;"54"
0;1,257;-0,081;54;"54"
0;0,003;1,053;54;"54"
1;1,709;-0,127;54;"54"
0;1,516;-0,079;54;"54"
0;-0,14;-0,867;54;"54"
0;-0,699;-0,22;54;"54"
0;-0,868;-0,113;54;"54"
0;0,732;0,199;54;"54"
0;0,104;1,28;54;"54"
1;0,284;0,57;54;"54"
1;0,117;0,023;54;"54"
0;-0,468;-1,705;54;"54"
0;-0,774;0,278;54;"54"
0;-0,17;0,155;54;"54"
0;-0,448;2,215;54;"54"
0;-1,046;0,431;54;"54"
0;0,578;1,35;54;"54"
0;-0,204;-0,569;54;"54"
0;0,008;-1,123;54;"54"
0;-0,618;0,533;54;"54"
0;-1,161;-0,062;54;"54"
0;-0,184;1,563;54;"54"
0;-2,26;-0,28;54;"54"
0;0,556;-0,736;54;"54"
0;0,053;0,907;54;"54"
0;-0,069;0,415;54;"54"
0;-0,527;0,015;54;"54"
0;0,904;-1,248;54;"54"
0;0,437;-0,113;54;"54"
0;0,546;0,526;54;"54"
0;-0,523;-0,807;54;"54"
0;-1,61;-1,389;54;"54"
0;-0,967;-1,3;54;"54"
0;0,045;-1,835;54;"54"
1;0,994;0,306;54;"54"
0;0,006;-1,72;54;"54"
0;-0,294;0,091;54;"54"
0;-2,456;0,363;54;"54"
0;-0,245;0,972;54;"54"
0;-0,7;1,21;54;"54"
0;-0,174;0,114;54;"54"
0;1,086;0,834;54;"54"
1;-0,224;0,501;54;"54"
0;1,146;-0,202;55;"55"
1;0,866;0,621;55;"55"
1;-1,254;0,369;55;"55"
1;-0,019;0,082;55;"55"
0;0,113;-2,531;55;"55"
0;-0,424;-0,616;55;"55"
1;-0,146;0,18;55;"55"
1;2,028;0,402;55;"55"
1;-0,659;-0,233;55;"55"
1;1,219;0,347;55;"55"
1;0,795;0,67;55;"55"
0;1,711;-0,252;55;"55"
1;0,751;1,174;55;"55"
1;-1,157;0,376;55;"55"
1;-0,314;-0,139;55;"55"
1;-0,947;0,311;55;"55"
1;-0,885;0,147;55;"55"
1;-0,714;-0,031;55;"55"
1;1,336;0,968;55;"55"
0;-1,601;0,112;55;"55"
1;0,421;0,288;55;"55"
0;-1,265;0,216;55;"55"
1;1,039;-0,738;55;"55"
0;0,019;-1,371;55;"55"
1;0,511;0,775;55;"55"
1;0,106;-0,454;55;"55"
1;0,674;1,18;55;"55"
0;-0,083;-0,577;55;"55"
1;-0,624;-0,417;55;"55"
1;0,631;1,146;55;"55"
1;-0,055;-0,991;55;"55"
1;0,147;1,605;55;"55"
0;-0,825;-0,488;55;"55"
0;1,364;-1,43;55;"55"
1;0,6;0,192;55;"55"
1;-0,128;0,485;55;"55"
1;-1,07;1,872;55;"55"
1;-1,208;1,12;55;"55"
0;-1,675;-1,306;55;"55"
1;0,304;0,71;55;"55"
1;-1,441;0,698;55;"55"
1;-0,855;-0,401;55;"55"
1;-0,278;0,728;55;"55"
1;0,496;-1,087;55;"55"
0;-1,382;0,016;55;"55"
1;-0,404;0,639;55;"55"
0;0,045;-0,161;55;"55"
1;-0,836;-0,111;55;"55"
0;-0,499;0,186;55;"55"
1;-1,643;-0,492;55;"55"
1;-0,269;-0,513;55;"55"
1;0,379;-1,207;55;"55"
1;-1,121;1,681;55;"55"
0;-0,698;-0,765;55;"55"
0;0,702;-2,267;55;"55"
1;-1,815;-0,537;55;"55"
1;-0,823;1,087;55;"55"
1;-0,252;0,295;55;"55"
1;1,399;0,74;55;"55"
0;-0,274;-1,356;55;"55"
1;1,145;-0,482;55;"55"
1;-0,557;0,737;55;"55"
0;-1,004;-0,863;55;"55"
1;-0,737;0,995;55;"55"
1;-0,34;-0,275;55;"55"
1;-1,313;0,258;55;"55"
0;0,983;-2,355;55;"55"
1;0,391;0,1;55;"55"
1;1,066;0,316;55;"55"
1;-0,101;-0,003;55;"55"
1;1,265;1,14;55;"55"
1;-1,209;0,584;55;"55"
0;-0,982;-1,514;55;"55"
1;0,384;1,278;55;"55"
1;-0,394;1,048;55;"55"
1;0,735;-0,937;55;"55"
1;0,598;2,387;55;"55"
0;-0,191;-0,98;55;"55"
1;-0,851;0,512;55;"55"
1;-0,39;0,302;55;"55"
1;0,682;0,401;55;"55"
1;1,028;-0,527;55;"55"
1;-0,184;-0,315;55;"55"
1;-1,396;2,295;55;"55"
1;-1,333;0,085;55;"55"
0;-1,332;-0,179;55;"55"
0;-0,356;-1,541;55;"55"
1;0,099;-0,168;55;"55"
1;0,525;-0,482;55;"55"
0;0,675;1,911;56;"56"
0;0,706;-0,871;56;"56"
1;1,425;-0,336;56;"56"
1;-0,275;-1,151;56;"56"
0;-0,424;3,068;56;"56"
1;0,791;-1,002;56;"56"
0;1,49;2,06;56;"56"
0;-0,903;-1,04;56;"56"
0;-0,186;-0,502;56;"56"
0;0,392;1,071;56;"56"
0;-0,517;0,557;56;"56"
0;0,64;1,414;56;"56"
0;-0,476;0,421;56;"56"
1;-0,281;-1,601;56;"56"
0;-0,716;-0,197;56;"56"
0;1,176;-1,138;56;"56"
0;1,206;-0,45;56;"56"
0;1,008;0,136;56;"56"
0;-0,479;0,192;56;"56"
0;-0,358;-0,637;56;"56"
1;-0,456;-0,904;56;"56"
1;0,046;-0,837;56;"56"
0;-0,381;2,169;56;"56"
1;1,295;-1,093;56;"56"
1;0,193;-1,879;56;"56"
1;0,414;-0,976;56;"56"
0;-0,155;2,055;56;"56"
0;-0,264;-0,958;56;"56"
0;0,652;2,47;56;"56"
1;0,95;-0,125;56;"56"
0;-1,193;-0,25;56;"56"
0;2,068;1,646;56;"56"
0;1,242;-0,701;56;"56"
1;1,467;-0,708;56;"56"
0;-0,016;0,247;56;"56"
0;0,596;-0,13;56;"56"
0;-0,207;1,344;56;"56"
0;-0,708;-0,059;56;"56"
0;1,687;0,464;56;"56"
1;-0,753;-1,626;56;"56"
1;-0,497;-1,903;56;"56"
0;-0,245;1,761;56;"56"
0;0,572;0,44;56;"56"
0;2,086;0,631;56;"56"
1;1,417;-1,285;56;"56"
0;0,084;0,845;56;"56"
0;-1,616;1,331;56;"56"
0;0,874;-0,183;56;"56"
0;0,075;0,351;56;"56"
0;-0,892;-1,343;56;"56"
0;-0,692;0,155;56;"56"
0;-0,917;-0,103;56;"56"
0;-0,532;-0,379;56;"56"
1;-0,695;-2,075;56;"56"
1;0,569;-1,249;56;"56"
0;0,082;0,031;56;"56"
1;-0,269;-1,237;56;"56"
1;-0,17;-1,835;56;"56"
0;-1,577;-0,321;56;"56"
0;-1,426;-0,106;56;"56"
0;0,689;0,162;56;"56"
1;0,406;-1,065;56;"56"
0;-0,198;1,218;56;"56"
0;-0,335;-0,042;56;"56"
0;0,514;-0,011;56;"56"
0;-0,006;-0,341;56;"56"
0;-0,047;1,11;56;"56"
0;0,513;-0,699;56;"56"
0;0,006;0,983;56;"56"
0;-1,098;1,083;56;"56"
0;0,829;0,63;56;"56"
0;-0,182;-0,542;56;"56"
0;1,2;0,407;56;"56"
0;-0,552;-0,698;56;"56"
0;0,042;0,991;56;"56"
1;-1,468;-2,136;56;"56"
0;-0,621;0,315;56;"56"
0;0,209;-0,69;56;"56"
0;-0,316;0,527;56;"56"
1;1,161;-2,025;56;"56"
0;-0,702;2,372;56;"56"
0;-0,835;-0,016;57;"57"
0;2,023;-2,576;57;"57"
1;1,417;0,595;57;"57"
1;0,002;-0,074;57;"57"
1;-0,62;1,294;57;"57"
1;0,846;1,051;57;"57"
1;0,534;-0,033;57;"57"
1;0,243;1,001;57;"57"
0;-0,586;-1,366;57;"57"
0;1,186;-2,121;57;"57"
1;0,699;0,678;57;"57"
1;0,438;0,649;57;"57"
1;0,216;1,245;57;"57"
0;0,088;-0,429;57;"57"
1;-0,883;1,409;57;"57"
1;1,983;-0,735;57;"57"
0;-0,918;-0,345;57;"57"
0;0,024;-0,89;57;"57"
1;-2,713;0,595;57;"57"
0;0,866;-0,134;57;"57"
1;3,486;0,502;57;"57"
1;-0,796;0,325;57;"57"
1;-0,572;0,687;57;"57"
0;0,843;-1,37;57;"57"
0;-1,359;-0,583;57;"57"
0;-0,158;0,067;57;"57"
1;-1,323;0,786;57;"57"
1;0,446;0,425;57;"57"
0;-0,297;-0,97;57;"57"
1;-0,281;1,142;57;"57"
1;-1,095;-0,567;57;"57"
1;-0,938;-0,675;57;"57"
1;0,548;0,685;57;"57"
0;-0,755;-1,108;57;"57"
0;-0,238;0,629;57;"57"
0;0,139;-0,235;57;"57"
0;1,364;-0,771;57;"57"
0;0,029;-0,704;57;"57"
0;1,15;-1,045;57;"57"
1;0,634;0,814;57;"57"
0;-0,241;0,107;57;"57"
1;0,366;0,503;57;"57"
0;0,816;-3,09;57;"57"
1;1,564;1,026;57;"57"
0;-0,48;-1,255;57;"57"
1;-0,576;0,799;57;"57"
1;-1,383;-1,098;57;"57"
1;-2,904;-0,269;57;"57"
0;-0,302;-0,146;57;"57"
1;-0,243;-1,159;57;"57"
1;0,663;-1,725;57;"57"
0;0,184;-0,857;57;"57"
0;-0,83;0,632;57;"57"
1;0,755;0,305;57;"57"
1;1,162;1,432;57;"57"
0;0,474;-0,535;57;"57"
1;0,602;0,318;57;"57"
1;1,038;-0,113;57;"57"
1;-1,123;1,68;57;"57"
1;0,365;0,501;57;"57"
1;1,495;0,171;57;"57"
1;0,949;0,831;57;"57"
1;0,507;-0,003;57;"57"
1;-0,179;-0,989;57;"57"
1;-0,471;1,014;57;"57"
0;-0,36;-0,203;57;"57"
1;-0,461;0,956;57;"57"
0;2,076;-1,461;57;"57"
1;0,459;0,235;57;"57"
1;0,233;0,921;57;"57"
0;-0,2;-1,697;57;"57"
0;-0,137;-1,749;57;"57"
1;-0,362;1,24;57;"57"
0;-0,423;-1,374;57;"57"
1;0,594;0,449;57;"57"
0;-0,865;0,418;57;"57"
0;0,494;-0,759;57;"57"
1;0,748;1,035;57;"57"
0;-0,338;-1,778;57;"57"
0;-2,017;1,021;57;"57"
0;-0,594;-0,189;57;"57"
1;-0,277;-0,352;57;"57"
1;0,95;-0,847;57;"57"
0;-0,935;1,207;57;"57"
0;0,677;-1,246;57;"57"
1;-0,553;-1,744;57;"57"
1;0,397;-0,74;57;"57"
0;-1,372;-0,883;57;"57"
1;0,314;0,28;57;"57"
1;-0,381;-0,182;57;"57"
1;1,246;0,773;57;"57"
0;-1,127;-0,164;57;"57"
1;-0,691;-0,562;57;"57"
1;-1,458;-1,075;57;"57"
1;1,53;0,149;57;"57"
1;-1,233;1,258;57;"57"
0;-0,143;-1,05;57;"57"
0;0,036;-2,682;57;"57"
0;-1,363;-1,468;58;"58"
1;0,381;0,339;58;"58"
0;0,889;-0,078;58;"58"
1;-0,553;1,04;58;"58"
1;1,699;0,81;58;"58"
1;1,788;1,04;58;"58"
0;-1,129;0,15;58;"58"
1;1,517;1,398;58;"58"
0;0,031;-0,542;58;"58"
0;0,56;-0,278;58;"58"
0;-0,727;-0,744;58;"58"
0;0,722;1,193;58;"58"
1;0,523;0,357;58;"58"
0;1,497;0,121;58;"58"
0;1,122;-1,174;58;"58"
0;-2,18;-0,658;58;"58"
0;0,605;0,251;58;"58"
1;-0,741;1,672;58;"58"
0;-1,75;0,63;58;"58"
0;1,308;-2,442;58;"58"
1;-0,05;1,161;58;"58"
0;0,097;-2,221;58;"58"
0;0,684;-1,517;58;"58"
0;-0,425;-1,329;58;"58"
0;0,607;-1,505;58;"58"
1;0,22;-0,092;58;"58"
0;-1,821;-0,395;58;"58"
0;1,717;-0,986;58;"58"
1;-0,184;1,275;58;"58"
0;-1,014;0,913;58;"58"
0;-0,753;-1,249;58;"58"
0;-0,129;-0,221;58;"58"
0;-1,065;-0,633;58;"58"
1;0,919;0,381;58;"58"
1;2,36;0,583;58;"58"
0;-1,042;0,146;58;"58"
0;0,385;-0,438;58;"58"
0;0,788;-1,081;58;"58"
1;1,893;1,132;58;"58"
0;-0,094;0,234;58;"58"
0;0,535;-0,388;58;"58"
1;2,664;0,904;58;"58"
0;-1,459;1,972;58;"58"
0;-1,147;-1,104;58;"58"
1;1,152;1,698;58;"58"
1;0,739;1,029;58;"58"
0;-1,515;1,256;58;"58"
0;0,259;-0,593;58;"58"
0;0,181;0,139;58;"58"
0;-1,19;-0,484;58;"58"
1;-0,419;-1,074;58;"58"
1;0,953;-0,577;59;"59"
1;-0,357;0,04;59;"59"
1;0,024;1,887;59;"59"
